Station,Year,Month,Day,Hour,Temperature (°C),Wet Bulb Temperature (°C),Dew Point Temperature (°C),RH (%),Scalar Mean Wind Direction (°),Scalar Mean Wind Speed (m/s),SLP (hPa)
S44,2017,1,26,24,25.6,—,—,—,7,2.1,—
S44,2017,1,27,1,25.4,—,—,—,359,1.7,—
S44,2017,1,27,2,25.2,—,—,—,349,1.2,—
S44,2017,1,27,3,25.1,—,—,—,346,1.2,—
S44,2017,1,27,4,25,—,—,—,345,0.9,—
S44,2017,1,27,5,24.8,—,—,—,342,0.8,—
S44,2017,1,27,6,24.6,—,—,—,311,1.1,—
S44,2017,1,27,7,24.4,—,—,—,315,1.2,—
S44,2017,1,27,8,24.4,—,—,—,333,1.1,—
S44,2017,1,27,9,25.7,—,—,—,7,2.2,—
S44,2017,1,27,10,27.4,—,—,—,4,2.7,—
S44,2017,1,27,11,28.4,—,23,73,9,3.4,—
S44,2017,1,27,12,29.6,—,22.3,65.1,5,3.1,—
S44,2017,1,27,13,28.2,—,22,69.2,17,3.2,—
S44,2017,1,27,14,30.1,—,22.4,63.6,18,4.5,—
S44,2017,1,27,15,27.6,—,23.8,79.7,16,3.4,—
S44,2017,1,27,16,27.9,—,23.9,79.1,26,3.6,—
S44,2017,1,27,17,28.9,—,22.5,68.4,25,3.3,—
S44,2017,1,27,18,27.6,—,23.2,76.9,27,3.2,—
S44,2017,1,27,19,26.5,—,22.6,79,11,4.2,—
S44,2017,1,27,20,25.8,—,23.9,89.2,3,2.2,—
S44,2017,1,27,21,25.4,—,24.2,93.1,2,2.9,—
S44,2017,1,27,22,25.3,—,22.8,86.4,8,3.4,—
S44,2017,1,27,23,25.2,—,22.9,87.6,6,2.4,—
S44,2017,1,27,24,24.9,—,22.3,85.6,3,2.2,—
S44,2017,1,28,1,24.7,—,22.6,88.5,9,2.5,—
S44,2017,1,28,2,24.6,—,21.6,83.6,9,2.7,—
S44,2017,1,28,3,24.4,—,21.6,84.4,4,2.3,—
S44,2017,1,28,4,24.1,—,21.7,86.5,353,1.6,—
S44,2017,1,28,5,23.7,23.7,23.7,100,312,1.3,—
S44,2017,1,28,6,23.7,—,—,—,312,1.2,—
S44,2017,1,28,7,23.6,—,—,—,307,1.3,—
S44,2017,1,28,8,23.7,—,—,—,308,1.2,—
S44,2017,1,28,9,24.9,—,—,—,336,1.6,—
S44,2017,1,28,10,26.2,—,23.2,83.5,345,2,—
S44,2017,1,28,11,27.1,—,22.5,76,355,2.8,—
S44,2017,1,28,12,28,—,22.2,70.8,360,3,—
S44,2017,1,28,13,28.8,—,22.2,67.6,2,3.2,—
S44,2017,1,28,14,28.5,—,22.3,69.1,350,3,—
S44,2017,1,28,15,29.1,—,21.5,63.6,338,2.2,—
S44,2017,1,28,16,28.8,—,21.9,66.2,347,2.7,—
S44,2017,1,28,17,26,—,22.3,80.4,8,3.8,—
S44,2017,1,28,18,26.1,—,22.3,79.9,8,3.4,—
S44,2017,1,28,19,25.9,—,22.4,81.2,5,2.6,—
S44,2017,1,28,20,25.5,—,22.1,81.3,5,3.3,—
S44,2017,1,28,21,25.2,—,22,82.4,1,3,—
S44,2017,1,28,22,25.3,—,21.5,79.8,11,4,—
S44,2017,1,28,23,25.1,—,21.6,81.3,12,3.9,—
S44,2017,1,28,24,25.2,—,21.3,79.4,14,3.5,—
S44,2017,1,29,1,25.1,—,21.1,78.2,17,3,—
S44,2017,1,29,2,24.7,—,21.5,82.3,3,2.6,—
S44,2017,1,29,3,24.7,—,22.3,86.9,357,2.2,—
S44,2017,1,29,4,24.4,—,—,—,328,1.4,—
S44,2017,1,29,5,24.5,—,—,—,303,2.2,—
S44,2017,1,29,6,23.9,—,—,—,309,2.2,—
S44,2017,1,29,7,23.5,—,—,—,314,1.9,—
S44,2017,1,29,8,23.8,—,—,—,311,2.2,—
S44,2017,1,29,9,24.3,—,22.6,90.2,302,2.6,—
S44,2017,1,29,10,25.3,—,21.5,79.4,304,2.5,—
S44,2017,1,29,11,26.1,—,21.9,77.8,302,2.9,—
S44,2017,1,29,12,27.2,—,21.9,72.5,318,2.2,—
S44,2017,1,29,13,27.8,—,22.2,71.7,329,1.5,—
S44,2017,1,29,14,27.9,—,22,70.7,338,1.6,—
S44,2017,1,29,15,28,—,22.5,72.3,329,1.1,—
S44,2017,1,29,16,28.2,—,22.2,70.2,330,1.7,—
S44,2017,1,29,17,27.9,—,22.4,71.8,5,1.7,—
S44,2017,1,29,18,27.5,—,22,71.9,6,2.5,—
S44,2017,1,29,19,27,—,22.1,74.6,11,2.7,—
S44,2017,1,29,20,26.5,—,21.9,75.8,14,2.2,—
S44,2017,1,29,21,26.3,—,22.3,78.9,23,1.5,—
S44,2017,1,29,22,26,—,23.4,85.9,15,1.7,—
S44,2017,1,29,23,25.6,—,23.8,90,1,1.6,—
S44,2017,1,29,24,25.4,—,24.8,96.5,12,1.3,—
S44,2017,1,30,1,25,—,—,—,9,2.2,—
S44,2017,1,30,2,24.9,—,—,—,14,2.4,—
S44,2017,1,30,3,24.5,—,—,—,9,2.2,—
S44,2017,1,30,4,24.4,—,—,—,358,1.8,—
S44,2017,1,30,5,24.3,—,—,—,356,1.5,—
S44,2017,1,30,6,24.3,—,—,—,358,1.5,—
S44,2017,1,30,7,24.3,—,—,—,358,1,—
S44,2017,1,30,8,24.4,—,—,—,326,1.1,—
S44,2017,1,30,9,25,—,—,—,305,1.6,—
S44,2017,1,30,10,26,—,—,—,319,2.1,—
S44,2017,1,30,11,28,—,22.9,73.8,350,2.6,—
S44,2017,1,30,12,27,—,23.3,80.1,12,2.1,—
S44,2017,1,30,13,25.5,—,—,—,351,1.9,—
S44,2017,1,30,14,27.4,—,22.5,74.7,2,3.3,—
S44,2017,1,30,15,28,—,22.3,71.3,30,2.9,—
S44,2017,1,30,16,28.1,—,22.4,71.3,25,2.7,—
S44,2017,1,30,17,27.7,—,22.2,72,25,3.4,—
S44,2017,1,30,18,27.7,—,22.4,72.8,27,2.6,—
S44,2017,1,30,19,26.9,—,22.5,76.8,11,3.4,—
S44,2017,1,30,20,26.4,—,22.5,79.2,40,2.8,—
S44,2017,1,30,21,25.9,—,22,79.1,44,2.3,—
S44,2017,1,30,22,25.4,—,22.5,83.9,24,2.1,—
S44,2017,1,30,23,25.5,—,23.1,86.7,17,1.7,—
S44,2017,1,30,24,25,—,23.5,91.1,357,1.5,—
S44,2017,1,31,1,25,—,23.6,92,4,1.4,—
S44,2017,1,31,2,24.8,—,—,—,6,1.5,—
S44,2017,1,31,3,24.6,—,—,—,10,1.9,—
S44,2017,1,31,4,24.5,—,—,—,13,2.4,—
S44,2017,1,31,5,24.8,—,—,—,18,1.7,—
S44,2017,1,31,6,24.7,—,—,—,13,2.3,—
S44,2017,1,31,7,24.8,—,—,—,11,1.9,—
S44,2017,1,31,8,25.1,—,—,—,15,1.7,—
S44,2017,1,31,9,25.4,—,—,—,2,1.8,—
S44,2017,1,31,10,26.3,—,23,82,7,2.2,—
S44,2017,1,31,11,27.5,—,22.2,73.2,10,2.3,—
S44,2017,1,31,12,28.2,—,22.1,69.4,16,2.5,—
S44,2017,1,31,13,29,—,21.4,63.3,18,2.2,—
S44,2017,1,31,14,29.7,—,21.3,60.5,34,2.3,—
S44,2017,1,31,15,29.7,—,21.3,60.8,13,2,—
S44,2017,1,31,16,29.8,—,20.7,58.5,19,2.7,—
S44,2017,1,31,17,29.2,—,21.5,63.2,32,2.4,—
S44,2017,1,31,18,28.7,—,21.7,65.8,21,2.3,—
S44,2017,1,31,19,28,—,20.8,65.1,10,2.2,—
S44,2017,1,31,20,27.2,—,22,73.1,30,1.9,—
S44,2017,1,31,21,26.6,—,22.6,78.7,36,1.3,—
S44,2017,1,31,22,26.2,—,22.4,79.5,18,1.5,—
S44,2017,1,31,23,25.7,—,22.3,81.3,6,2.1,—
S44,2017,1,31,24,25.5,—,22.4,83,15,1.7,—
S44,2017,2,1,1,25.2,—,22.5,85.2,358,1,—
S44,2017,2,1,2,25.1,—,22.4,84.9,0,1.3,—
S44,2017,2,1,3,24.7,—,23.2,91.6,359,1.4,—
S44,2017,2,1,4,24.8,—,23.3,91.6,7,1.4,—
S44,2017,2,1,5,24.6,—,24,96.6,10,1.9,—
S44,2017,2,1,6,24.5,24.5,24.5,100,11,1.9,—
S44,2017,2,1,7,24.3,—,—,—,9,1.9,—
S44,2017,2,1,8,24.5,24.5,24.5,100,13,1.7,—
S44,2017,2,1,9,25.4,—,23.1,87.5,359,1.4,—
S44,2017,2,1,10,26.7,—,22,75.4,5,2.1,—
S44,2017,2,1,11,28.2,—,21.2,65.7,14,3,—
S44,2017,2,1,12,28.9,—,21.2,63.1,15,2.7,—
S44,2017,2,1,13,28.9,—,20.9,62.3,3,2.8,—
S44,2017,2,1,14,30.1,—,21.4,59.7,7,2.6,—
S44,2017,2,1,15,29.9,—,21.1,59.4,2,2.6,—
S44,2017,2,1,16,30.8,—,20.1,52.9,6,2.4,—
S44,2017,2,1,17,29.7,—,20.5,58,8,2.7,—
S44,2017,2,1,18,29.1,—,19.9,57.9,6,2.6,—
S44,2017,2,1,19,28.7,—,20.5,61.3,12,2.1,—
S44,2017,2,1,20,27.8,—,20.8,65.5,14,2,—
S44,2017,2,1,21,26.6,—,22.5,77.9,8,1,—
S44,2017,2,1,22,26.6,—,22,75.8,17,1.5,—
S44,2017,2,1,23,26.3,—,21.8,76.3,14,1.7,—
S44,2017,2,1,24,25.9,—,21.8,78,0,1.2,—
S44,2017,2,2,1,25.9,—,21.9,79,320,0.7,—
S44,2017,2,2,2,25.7,—,22,80.3,337,0.6,—
S44,2017,2,2,3,25.6,—,22.1,80.8,351,0.8,—
S44,2017,2,2,4,25.4,—,22.2,82.6,335,1,—
S44,2017,2,2,5,25.1,—,24.4,96,309,1,—
S44,2017,2,2,6,25,—,23.4,91,294,1.9,—
S44,2017,2,2,7,24.7,—,—,—,285,2.7,—
S44,2017,2,2,8,24.6,—,—,—,332,1.2,—
S44,2017,2,2,9,24.9,—,—,—,356,1.4,—
S44,2017,2,2,10,25.6,—,24.3,92.5,334,1.6,—
S44,2017,2,2,11,27.3,—,22.6,75.6,4,2.2,—
S44,2017,2,2,12,29.3,—,21.7,63.6,4,2.8,—
S44,2017,2,2,13,30,—,19.8,54.4,347,2.2,—
S44,2017,2,2,14,31.3,—,19.6,50,336,1.9,—
S44,2017,2,2,15,28.8,—,22.7,69.8,276,2.9,—
S44,2017,2,2,16,28.1,—,23.4,75.5,275,3.2,—
S44,2017,2,2,17,28.2,—,23.2,74.2,276,2.7,—
S44,2017,2,2,18,27.7,—,23.2,76.6,287,2.6,—
S44,2017,2,2,19,26.8,—,23.5,82.4,292,2.4,—
S44,2017,2,2,20,26.6,—,23.6,83.7,295,2,—
S44,2017,2,2,21,26.5,—,24.1,86.5,293,2,—
S44,2017,2,2,22,26.3,—,24.7,91,302,1.9,—
S44,2017,2,2,23,26.4,—,24.6,90.1,315,1,—
S44,2017,2,2,24,26.2,—,—,—,345,1,—
S44,2017,2,3,1,26.3,—,23.4,84.4,13,1.5,—
S44,2017,2,3,2,25.9,—,22.5,81.5,358,1.5,—
S44,2017,2,3,3,25.6,—,22.2,81.6,8,2.7,—
S44,2017,2,3,4,25.3,—,22.7,85.8,5,3,—
S44,2017,2,3,5,25.2,—,25,99.2,354,2.2,—
S44,2017,2,3,6,24.8,—,—,—,344,1.5,—
S44,2017,2,3,7,24.8,—,—,—,354,1.6,—
S44,2017,2,3,8,24.9,—,—,—,357,1.7,—
S44,2017,2,3,9,26,—,23.5,86.2,359,2.1,—
S44,2017,2,3,10,27.5,—,22.4,74,358,2.7,—
S44,2017,2,3,11,28.5,—,22.2,68.8,357,3.2,—
S44,2017,2,3,12,29.7,—,22.4,65,353,2.7,—
S44,2017,2,3,13,31.3,—,21.4,55.6,350,2.2,—
S44,2017,2,3,14,32.1,—,21,52.2,348,2.7,—
S44,2017,2,3,15,32.2,—,20.3,49.7,343,1.9,—
S44,2017,2,3,16,29.9,—,23.4,68.3,200,2.9,—
S44,2017,2,3,17,29.7,—,23.3,68.4,215,2.9,—
S44,2017,2,3,18,30.6,—,23,64.1,250,3,—
S44,2017,2,3,19,26.1,—,25.1,94.1,79,2.1,—
S44,2017,2,3,20,26,—,24.1,89.4,51,2.7,—
S44,2017,2,3,21,24.7,—,—,—,36,2.3,—
S44,2017,2,3,22,25.2,—,—,—,47,1.6,—
S44,2017,2,3,23,25.7,—,—,—,38,1.3,—
S44,2017,2,3,24,25.8,—,—,—,32,1.4,—
S44,2017,2,4,1,25.4,—,—,—,14,2.5,—
S44,2017,2,4,2,25.1,—,—,—,10,2.4,—
S44,2017,2,4,3,25,—,—,—,13,1.7,—
S44,2017,2,4,4,25,—,—,—,10,2,—
S44,2017,2,4,5,24.7,—,—,—,10,2.4,—
S44,2017,2,4,6,24.5,—,—,—,3,1.7,—
S44,2017,2,4,7,24.8,—,—,—,5,1.6,—
S44,2017,2,4,8,25.1,—,—,—,12,1.8,—
S44,2017,2,4,9,26.2,—,—,—,11,2.4,—
S44,2017,2,4,10,26.9,—,24.5,86.9,8,3.4,—
S44,2017,2,4,11,28.5,—,23.4,74.2,12,2.6,—
S44,2017,2,4,12,29.9,—,23.3,68.1,350,1.9,—
S44,2017,2,4,13,31.2,—,22.8,61,350,1.6,—
S44,2017,2,4,14,31.8,—,22.2,57.1,20,1.9,—
S44,2017,2,4,15,30,—,23.5,68.3,224,2.1,—
S44,2017,2,4,16,29.7,—,23.1,67.8,273,3.4,—
S44,2017,2,4,17,29.3,—,23.4,70.9,282,2.7,—
S44,2017,2,4,18,27.5,—,24,81.2,32,2.2,—
S44,2017,2,4,19,26.8,—,23.4,81.4,18,1.9,—
S44,2017,2,4,20,26.1,—,24,88.6,56,1.5,—
S44,2017,2,4,21,26.2,—,24.5,90.3,42,1.4,—
S44,2017,2,4,22,26,—,—,—,31,1.5,—
S44,2017,2,4,23,25.8,—,—,—,17,2,—
S44,2017,2,4,24,25.9,—,24.9,94.4,23,1.6,—
S44,2017,2,5,1,25.7,—,—,—,14,1.7,—
S44,2017,2,5,2,25.1,—,—,—,9,2.9,—
S44,2017,2,5,3,24.9,—,—,—,8,2.8,—
S44,2017,2,5,4,24.8,—,—,—,12,2.6,—
S44,2017,2,5,5,24.9,—,—,—,13,2.6,—
S44,2017,2,5,6,24.7,—,—,—,9,2.3,—
S44,2017,2,5,7,24.6,—,—,—,8,2.5,—
S44,2017,2,5,8,24.8,—,—,—,7,2.3,—
S44,2017,2,5,9,26,—,—,—,11,2.7,—
S44,2017,2,5,10,27.3,—,22.9,76.6,9,3.6,—
S44,2017,2,5,11,28.7,—,22.8,70.8,356,2.6,—
S44,2017,2,5,12,29.9,—,23,66.8,357,2.3,—
S44,2017,2,5,13,30.8,—,22.9,62.8,342,1.8,—
S44,2017,2,5,14,30.6,—,21.3,57.7,325,2.7,—
S44,2017,2,5,15,31.1,—,22.1,58.8,284,3.2,—
S44,2017,2,5,16,30.8,—,23.2,64.2,260,3.4,—
S44,2017,2,5,17,30.1,—,22.8,65.1,272,3.6,—
S44,2017,2,5,18,29.3,—,22.1,65.3,305,2.7,—
S44,2017,2,5,19,28.6,—,22.8,71.1,6,1.6,—
S44,2017,2,5,20,27.1,—,23.2,79.6,53,1.8,—
S44,2017,2,5,21,26.4,—,24.5,89.6,21,1.7,—
S44,2017,2,5,22,26.1,—,—,—,7,2.1,—
S44,2017,2,5,23,26,—,24.9,93.5,17,1.8,—
S44,2017,2,5,24,26.1,—,23.9,87.4,15,1.6,—
S44,2017,2,6,1,25.7,25.7,25.7,100,11,2.4,—
S44,2017,2,6,2,25.2,—,—,—,1,2.1,—
S44,2017,2,6,3,25.1,—,—,—,4,1.8,—
S44,2017,2,6,4,25.1,—,—,—,6,2.5,—
S44,2017,2,6,5,25,—,—,—,2,2.1,—
S44,2017,2,6,6,24.9,24.9,24.9,100,3,2.1,—
S44,2017,2,6,7,24.7,—,—,—,5,1.8,—
S44,2017,2,6,8,24.8,—,—,—,5,1.8,—
S44,2017,2,6,9,26.3,—,24.5,89.8,4,2.6,—
S44,2017,2,6,10,28.8,—,23.2,71.9,7,2.6,—
S44,2017,2,6,11,29.4,—,22.7,67.5,1,2.1,—
S44,2017,2,6,12,30.2,—,22.8,64.6,341,2,—
S44,2017,2,6,13,30.8,—,21.9,59,327,2.6,—
S44,2017,2,6,14,31.6,—,21.4,55,340,2.6,—
S44,2017,2,6,15,32.6,—,20.4,48.9,312,3.1,—
S44,2017,2,6,16,30.8,—,23.6,65.3,265,4,—
S44,2017,2,6,17,30.7,—,23.1,63.9,283,4.2,—
S44,2017,2,6,18,30,—,23.1,66.3,289,3.4,—
S44,2017,2,6,19,29.3,—,22.9,68.8,332,2.2,—
S44,2017,2,6,20,28.2,—,23.4,74.9,17,1.3,—
S44,2017,2,6,21,27.5,—,24.1,81.9,36,1.7,—
S44,2017,2,6,22,26.7,—,23.6,82.8,14,1.9,—
S44,2017,2,6,23,26.8,—,22.1,75.6,31,1.3,—
S44,2017,2,6,24,26.4,—,22.8,80.6,13,2,—
S44,2017,2,7,1,26,—,23.3,85.1,10,1.8,—
S44,2017,2,7,2,25.8,—,24.2,91.1,7,1.9,—
S44,2017,2,7,3,25.4,—,—,—,6,2,—
S44,2017,2,7,4,25.1,—,—,—,2,1.8,—
S44,2017,2,7,5,25.2,—,—,—,11,2,—
S44,2017,2,7,6,25.3,—,—,—,13,1.8,—
S44,2017,2,7,7,25.5,—,—,—,26,1,—
S44,2017,2,7,8,25.9,—,—,—,44,0.7,—
S44,2017,2,7,9,26.4,—,26.2,98.7,30,1.7,—
S44,2017,2,7,10,28,—,23.6,77.1,33,1.6,—
S44,2017,2,7,11,29.4,—,23.4,70.3,339,1.5,—
S44,2017,2,7,12,28.5,—,23.1,72.5,348,1.1,—
S44,2017,2,7,13,28.6,—,23.5,73.9,284,1.2,—
S44,2017,2,7,14,29.3,—,23.3,70,275,2.3,—
S44,2017,2,7,15,29.9,—,22.3,63.8,271,3.8,—
S44,2017,2,7,16,29,—,22,66.1,283,4.8,—
S44,2017,2,7,17,28,—,22.2,70.9,296,3.9,—
S44,2017,2,7,18,25.5,—,23.3,87.6,19,3.1,—
S44,2017,2,7,19,24.2,—,—,—,17,2.3,—
S44,2017,2,7,20,24.1,—,—,—,19,2.1,—
S44,2017,2,7,21,24.5,—,—,—,37,1.8,—
S44,2017,2,7,22,24.7,—,—,—,30,1.6,—
S44,2017,2,7,23,25,—,—,—,36,1.4,—
S44,2017,2,7,24,25,—,—,—,30,1.5,—
S44,2017,2,8,1,24.8,—,—,—,3,1.2,—
S44,2017,2,8,2,24.8,—,—,—,10,1.2,—
S44,2017,2,8,3,24.6,—,—,—,6,1.4,—
S44,2017,2,8,4,24.4,—,—,—,5,1.6,—
S44,2017,2,8,5,24.3,—,—,—,8,1.8,—
S44,2017,2,8,6,24.1,—,—,—,11,1.9,—
S44,2017,2,8,7,24.3,—,—,—,7,1.6,—
S44,2017,2,8,8,24.7,—,—,—,16,1.9,—
S44,2017,2,8,9,25.8,25.8,25.8,100,13,2.1,—
S44,2017,2,8,10,27.2,—,22.5,75.4,6,2.3,—
S44,2017,2,8,11,28.7,—,22.9,70.9,1,2.2,—
S44,2017,2,8,12,29.2,—,22.2,66.1,331,2,—
S44,2017,2,8,13,30,—,22.1,62.4,352,2.2,—
S44,2017,2,8,14,30.9,—,21.8,58.6,340,1.5,—
S44,2017,2,8,15,30.2,—,22.1,62.2,299,2.5,—
S44,2017,2,8,16,30.6,—,22.6,62.5,274,2.5,—
S44,2017,2,8,17,29.5,—,23.8,71.8,202,2.2,—
S44,2017,2,8,18,25.4,—,—,—,71,2.9,—
S44,2017,2,8,19,25.8,—,22.5,81.9,89,1.6,—
S44,2017,2,8,20,24.7,—,—,—,93,1.5,—
S44,2017,2,8,21,24.6,—,—,—,69,1.6,—
S44,2017,2,8,22,25.1,—,—,—,105,1.2,—
S44,2017,2,8,23,25.6,—,—,—,18,1.4,—
S44,2017,2,8,24,25.1,—,—,—,23,1.1,—
S44,2017,2,9,1,25.3,—,—,—,21,0.7,—
S44,2017,2,9,2,25.5,—,—,—,13,1.6,—
S44,2017,2,9,3,25.3,—,—,—,4,2.1,—
S44,2017,2,9,4,24.9,—,—,—,357,1.3,—
S44,2017,2,9,5,25.4,—,23,86.4,4,1.3,—
S44,2017,2,9,6,25.3,—,22.3,83.8,18,1.4,—
S44,2017,2,9,7,25.2,—,22.6,85.5,17,2.2,—
S44,2017,2,9,8,25,—,23.3,90,12,2.3,—
S44,2017,2,9,9,25.8,—,22.7,82.9,11,1.9,—
S44,2017,2,9,10,26.7,—,22.5,77.8,14,1.7,—
S44,2017,2,9,11,27.9,—,21.7,69.2,360,1.6,—
S44,2017,2,9,12,28.8,—,20.4,60.2,3,2.1,—
S44,2017,2,9,13,29.6,—,20.4,57.7,5,2.2,—
S44,2017,2,9,14,30.2,—,20.7,56.9,1,1.7,—
S44,2017,2,9,15,31.1,—,21.1,55.3,350,1.8,—
S44,2017,2,9,16,31.6,—,20.6,52.3,329,1.6,—
S44,2017,2,9,17,31.6,—,21.4,54.8,11,2,—
S44,2017,2,9,18,29.8,—,21.6,61.5,65,2.4,—
S44,2017,2,9,19,28.9,—,21.6,64.8,343,1.4,—
S44,2017,2,9,20,28.8,—,21,62.5,62,0.9,—
S44,2017,2,9,21,28.3,—,21,64.7,33,1.3,—
S44,2017,2,9,22,27.6,—,21.2,68.5,24,1,—
S44,2017,2,9,23,26.8,—,21,70.4,13,1.7,—
S44,2017,2,9,24,26.5,—,20.7,70.6,13,2,—
S44,2017,2,10,1,26,—,21.2,74.8,11,2.1,—
S44,2017,2,10,2,25.5,—,21.5,78.5,14,2.3,—
S44,2017,2,10,3,25.5,—,21.6,79.2,9,2.1,—
S44,2017,2,10,4,24.9,—,22.3,85.5,10,2.6,—
S44,2017,2,10,5,24.7,—,23.6,93.9,12,2.3,—
S44,2017,2,10,6,24.6,—,24.5,99.3,17,2.2,—
S44,2017,2,10,7,24.3,—,—,—,18,2.2,—
S44,2017,2,10,8,24.8,24.8,24.8,100,19,2.1,—
S44,2017,2,10,9,25.8,—,23,85,12,2.4,—
S44,2017,2,10,10,27.1,—,21.6,72.1,9,3.6,—
S44,2017,2,10,11,28.5,—,21.7,66.8,13,3.3,—
S44,2017,2,10,12,29.5,—,21.2,61,2,3.2,—
S44,2017,2,10,13,31.1,—,20.7,53.9,1,2.9,—
S44,2017,2,10,14,31.8,—,19.7,48.6,4,3.2,—
S44,2017,2,10,15,31.5,—,20.2,51.2,7,3.3,—
S44,2017,2,10,16,31.5,—,19.8,49.9,3,3.5,—
S44,2017,2,10,17,31.6,—,20,50.3,14,3.7,—
S44,2017,2,10,18,30.4,—,19.8,53.2,10,3.5,—
S44,2017,2,10,19,29,—,21.1,62.3,17,3.9,—
S44,2017,2,10,20,27.7,—,20.7,65.5,22,3.4,—
S44,2017,2,10,21,27.2,—,19.8,64.2,20,3.6,—
S44,2017,2,10,22,26.4,—,20.8,71.4,18,3.3,—
S44,2017,2,10,23,25.8,—,21.4,76.5,16,3.3,—
S44,2017,2,10,24,25.7,—,21.3,76.7,21,3.5,—
S44,2017,2,11,1,25.6,—,21.5,78.1,16,3.3,—
S44,2017,2,11,2,25.4,—,21.7,80.2,14,3,—
S44,2017,2,11,3,25.1,—,21.8,81.6,15,2.7,—
S44,2017,2,11,4,25,—,21.7,82.1,11,2.7,—
S44,2017,2,11,5,24.8,—,21.9,84.3,5,1.9,—
S44,2017,2,11,6,24.7,—,22.3,86.4,13,2.4,—
S44,2017,2,11,7,24.9,—,21.5,81.5,16,3.1,—
S44,2017,2,11,8,25,—,21.2,79.8,18,2.9,—
S44,2017,2,11,9,26.1,—,21.5,76.1,16,2.7,—
S44,2017,2,11,10,27.4,—,21.5,70.4,10,3.2,—
S44,2017,2,11,11,28.3,—,20.5,62.7,12,5.3,—
S44,2017,2,11,12,29.5,—,19.3,54.3,14,5.4,—
S44,2017,2,11,13,30.1,—,20,54.6,26,4.4,—
S44,2017,2,11,14,30.8,—,20,52.7,29,4.5,—
S44,2017,2,11,15,30.2,—,20.6,56.4,20,4.7,—
S44,2017,2,11,16,29.4,—,21.2,61.4,10,4.6,—
S44,2017,2,11,17,28.8,—,20.4,60.3,10,5.5,—
S44,2017,2,11,18,28.4,—,21.4,65.9,28,3.3,—
S44,2017,2,11,19,28.1,—,21.8,68.4,27,3.2,—
S44,2017,2,11,20,26.8,—,22,74.9,30,3,—
S44,2017,2,11,21,26.3,—,21.5,75.1,21,3.3,—
S44,2017,2,11,22,26.2,—,22.1,78.2,17,3.2,—
S44,2017,2,11,23,25.9,—,22,79.2,17,2.8,—
S44,2017,2,11,24,25.7,—,22.6,83.1,28,2.8,—
S44,2017,2,12,1,25.4,—,23.2,87.3,30,2.9,—
S44,2017,2,12,2,25.3,—,24.1,93,22,2.5,—
S44,2017,2,12,3,25.2,—,23,87.8,11,2.7,—
S44,2017,2,12,4,25,—,22.4,85.5,13,2.7,—
S44,2017,2,12,5,25.2,—,22,82.2,18,3.2,—
S44,2017,2,12,6,25.3,—,21.8,80.7,16,3.4,—
S44,2017,2,12,7,24.9,—,22,83.8,14,3,—
S44,2017,2,12,8,24.8,—,22.5,87.4,5,2.4,—
S44,2017,2,12,9,25.7,—,22.6,83.2,2,2.4,—
S44,2017,2,12,10,26.8,—,22,74.9,6,2.8,—
S44,2017,2,12,11,28.1,—,20.7,64.4,2,3.3,—
S44,2017,2,12,12,26.9,—,21.4,71.8,7,3.1,—
S44,2017,2,12,13,27.7,—,21.7,70,9,2.6,—
S44,2017,2,12,14,25.7,—,—,—,13,3.5,—
S44,2017,2,12,15,29.1,—,21.8,64.9,2,3.9,—
S44,2017,2,12,16,26.9,—,23.1,79.6,7,3.1,—
S44,2017,2,12,17,25.1,—,—,—,357,2.3,—
S44,2017,2,12,18,25.4,—,—,—,19,2,—
S44,2017,2,12,19,25.6,—,24.1,91.9,33,2,—
S44,2017,2,12,20,25.5,—,24.2,92.6,16,2.5,—
S44,2017,2,12,21,25.3,—,22.8,86.3,10,3.2,—
S44,2017,2,12,22,25.1,—,22.2,83.8,9,2.5,—
S44,2017,2,12,23,24,—,—,—,6,2.7,—
S44,2017,2,12,24,23.6,—,—,—,358,2.1,—
S44,2017,2,13,1,23.5,—,—,—,2,2.2,—
S44,2017,2,13,2,23.5,—,—,—,356,1.8,—
S44,2017,2,13,3,23.6,—,—,—,344,1.6,—
S44,2017,2,13,4,23.7,—,—,—,357,1.6,—
S44,2017,2,13,5,23.8,—,—,—,346,1.5,—
S44,2017,2,13,6,23.8,—,—,—,342,1.1,—
S44,2017,2,13,7,23.7,—,—,—,344,1.1,—
S44,2017,2,13,8,23.9,—,—,—,1,1.8,—
S44,2017,2,13,9,24.7,—,—,—,11,2.2,—
S44,2017,2,13,10,26.1,—,—,—,16,2.8,—
S44,2017,2,13,11,28,—,22.4,71.4,35,3.6,—
S44,2017,2,13,12,29.5,—,22.2,64.9,31,4.3,—
S44,2017,2,13,13,27.6,—,22.7,74.6,30,4.3,—
S44,2017,2,13,14,28.1,—,22.2,70.4,31,4.1,—
S44,2017,2,13,15,28.4,—,22.2,69.2,26,4.4,—
S44,2017,2,13,16,28.1,—,22.2,70.3,22,4.4,—
S44,2017,2,13,17,27.5,—,22.7,75.2,30,3.7,—
S44,2017,2,13,18,26.6,—,23.7,83.8,16,2.9,—
S44,2017,2,13,19,26.8,—,22.2,75.7,29,3.3,—
S44,2017,2,13,20,26.2,—,22.7,81.3,31,3,—
S44,2017,2,13,21,25.9,—,23.1,84.9,27,2.7,—
S44,2017,2,13,22,25.8,—,22.9,83.8,21,3.1,—
